,Job Title,Rating,Company Name,Location,Size,Sector,avg_salary,python,r,spark,aws,excel,Salary_category,Size_category,State_category,State_Acro
165,Medical Lab Scientist,3.6,Tower Health,"West Reading, PA",5001 to 10000 employees,Health Care,20.5,0,0,0,0,0,lowestSalary,More than 5000,PA,Pennsylvania
166,"Risk and Analytics IT, Data Scientist",2.7,State of Wisconsin Investment Board,"Madison, WI",51 to 200 employees,Finance,120.0,1,0,0,0,0,middleSalary,Under 500,WI,Wisconsin
167,"Scientist, Analytical Development",4.4,Rubius Therapeutics,"Cambridge, MA",201 to 500 employees,Biotech & Pharmaceuticals,62.0,0,0,0,0,0,lowSalary,Under 500,MA,Massachusetts
168,Senior Data Scientist,4.0,Autodesk,"San Francisco, CA",5001 to 10000 employees,Information Technology,150.5,1,0,1,0,0,highSalary,More than 5000,CA,California
169,Analytics Manager,4.3,OneMagnify,"Dearborn, MI",201 to 500 employees,Business Services,87.5,0,0,0,0,1,lowSalary,Under 500,MI,Michigan
170,Data Engineer,4.2,IZEA,"Winter Park, FL",51 to 200 employees,Business Services,71.5,1,0,1,1,1,lowSalary,Under 500,FL,Florida
171,Digital Marketing & ECommerce Data Analyst,3.6,Vionic Group,"San Rafael, CA",51 to 200 employees,Retail,51.5,0,0,0,0,1,lowSalary,Under 500,CA,California
172,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,Takeda Pharmaceuticals,"San Diego, CA",10000+ employees,Biotech & Pharmaceuticals,151.5,0,0,0,0,1,highSalary,More than 5000,CA,California
173,Senior Data Analyst,2.8,Dodge Data & Analytics,"Hamilton, NJ",201 to 500 employees,Information Technology,77.5,1,0,0,0,1,lowSalary,Under 500,NJ,New Jersey
174,Principal Scientist - Immunologist,3.7,Takeda Pharmaceuticals,"Boston, MA",10000+ employees,Biotech & Pharmaceuticals,140.0,0,0,0,0,1,middleSalary,More than 5000,MA,Massachusetts
175,Senior Data Scientist,3.3,Plymouth Rock Assurance,"Woodbridge, NJ",1001 to 5000 employees,Insurance,98.5,0,0,0,0,1,middleSalary,1000 to 5000,NJ,New Jersey
177,MED TECH/LAB SCIENTIST - LABORATORY,3.6,Beebe Healthcare,"Lewes, DE",1001 to 5000 employees,Health Care,27.5,0,0,0,0,0,lowestSalary,1000 to 5000,DE,Delaware
178,"Sr. Scientist, Quantitative Translational Sciences",3.7,Takeda Pharmaceuticals,"Boston, MA",10000+ employees,Biotech & Pharmaceuticals,161.5,0,0,0,0,0,highSalary,More than 5000,MA,Massachusetts
179,Sr. Data Scientist II,3.4,Argo Group US,"New York, NY",1001 to 5000 employees,Insurance,147.0,1,0,1,1,0,middleSalary,1000 to 5000,NY,New York
180,Excel / VBA / SQL Data Analyst,4.1,Associated Electric Cooperative,"Springfield, MO",501 to 1000 employees,"Oil, Gas, Energy & Utilities",61.0,0,0,0,0,1,lowSalary,500 to 1000,MO,Missouri
181,Machine Learning Research Scientist,2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,Education,120.0,1,0,0,0,0,middleSalary,500 to 1000,PA,Pennsylvania
182,"VP, Data Science",3.2,PennyMac,"Phoenix, AZ",1001 to 5000 employees,Finance,124.5,1,0,0,0,1,middleSalary,1000 to 5000,AZ,Arizona
183,Senior Data Scientist,3.9,Zest AI,"Burbank, CA",51 to 200 employees,Finance,148.0,1,0,0,0,0,middleSalary,Under 500,CA,California
184,Radar Data Analyst,4.7,DECISIVE ANALYTICS Corporation,"Huntsville, AL",51 to 200 employees,Aerospace & Defense,59.0,1,0,0,0,1,lowSalary,Under 500,AL,Alabama
185,PL Actuarial-Lead Data Scientist,3.7,The Hanover Insurance Group,"Worcester, MA",5001 to 10000 employees,Insurance,146.5,1,0,0,0,1,middleSalary,More than 5000,MA,Massachusetts
186,PV Scientist,2.9,Karyopharm Therapeutics Inc.,"Newton, MA",201 to 500 employees,Biotech & Pharmaceuticals,91.5,0,0,0,0,1,middleSalary,Under 500,MA,Massachusetts
187,Senior Data & Machine Learning Scientist,3.0,Tempus Labs,"Chicago, IL",501 to 1000 employees,Biotech & Pharmaceuticals,133.0,1,0,0,1,0,middleSalary,500 to 1000,IL,Illinois
188,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT",51 to 200 employees,Biotech & Pharmaceuticals,140.5,1,0,0,1,0,middleSalary,Under 500,UT,Utah
189,Data Engineer,3.7,P2 Energy Solutions,"Lafayette, LA",501 to 1000 employees,Information Technology,70.5,0,0,0,0,1,lowSalary,500 to 1000,LA,Louisiana
190,"Principal Scientist, Chemistry & Immunology",3.3,Rochester Regional Health,"Rochester, NY",10000+ employees,Health Care,84.5,0,0,0,0,0,lowSalary,More than 5000,NY,New York
191,Software Engineer - Data Visualization,4.0,ClearEdge,"Annapolis Junction, MD",51 to 200 employees,Information Technology,93.5,0,0,0,0,1,middleSalary,Under 500,MD,Maryland
192,"Scientist/Senior Scientist, Autoimmune",4.4,Rubius Therapeutics,"Cambridge, MA",201 to 500 employees,Biotech & Pharmaceuticals,134.5,0,0,0,0,0,middleSalary,Under 500,MA,Massachusetts
193,Staff Machine Learning Engineer,3.9,Tapjoy,"San Francisco, CA",201 to 500 employees,Information Technology,181.0,1,0,1,0,0,highSalary,Under 500,CA,California
194,"Principal Scientist, Hematology",3.3,Rochester Regional Health,"Rochester, NY",10000+ employees,Health Care,84.5,0,0,0,0,0,lowSalary,More than 5000,NY,New York
195,Lead Data Engineer,4.1,Credit Sesame,"Mountain View, CA",51 to 200 employees,Information Technology,205.0,1,0,1,1,0,highSalary,Under 500,CA,California
196,Marketing Data Analyst,3.6,San Manuel Casino,"Highland, CA",1001 to 5000 employees,"Arts, Entertainment & Recreation",48.5,0,0,0,0,1,lowestSalary,1000 to 5000,CA,California
197,Medical Laboratory Scientist,4.0,Texas Health Huguley Hospital,"Burleson, TX",1001 to 5000 employees,Health Care,21.5,0,0,0,1,0,lowestSalary,1000 to 5000,TX,Texas
198,R&D Specialist/ Food Scientist,2.4,Teasdale Latin Foods,"Hoopeston, IL",501 to 1000 employees,Manufacturing,52.5,0,0,0,0,0,lowSalary,500 to 1000,IL,Illinois
199,Senior Research Scientist-Machine Learning,2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,Education,124.0,0,0,0,0,0,middleSalary,500 to 1000,PA,Pennsylvania
200,Analytics Manager - Data Mart,3.5,Central California Alliance for Health,"Scotts Valley, CA",501 to 1000 employees,Health Care,64.0,0,0,0,0,0,lowSalary,500 to 1000,CA,California
201,Sr. Data Engineer - Contract-to-Hire (Java),3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN",10000+ employees,Retail,98.0,1,0,0,0,0,middleSalary,More than 5000,TN,Tennessee
202,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,Beebe Healthcare,"Millville, DE",1001 to 5000 employees,Health Care,27.5,0,0,0,0,0,lowestSalary,1000 to 5000,DE,Delaware
203,Food Scientist - Developer,3.3,Palermo's Pizza,"Milwaukee, WI",501 to 1000 employees,Manufacturing,54.0,0,0,0,0,0,lowSalary,500 to 1000,WI,Wisconsin
204,Staff Scientist-Downstream Process Development,2.7,Advanced BioScience Laboratories,"Rockville, MD",201 to 500 employees,Biotech & Pharmaceuticals,81.0,0,0,0,0,1,lowSalary,Under 500,MD,Maryland
205,Sr. Data Engineer,3.4,Echo Global Logistics,"Chicago, IL",1001 to 5000 employees,Transportation & Logistics,107.5,0,0,0,0,0,middleSalary,1000 to 5000,IL,Illinois
206,Data Scientist - Quantitative,3.8,Truckstop.com,"Chicago, IL",501 to 1000 employees,Transportation & Logistics,112.5,1,0,0,1,1,middleSalary,500 to 1000,IL,Illinois
207,Data Scientist,3.7,Lockheed Martin,"Herndon, VA",10000+ employees,Aerospace & Defense,89.0,1,0,1,0,1,lowSalary,More than 5000,VA,Virginia
208,Senior Research Statistician- Data Scientist,4.8,Acuity Insurance,"Sheboygan, WI",1001 to 5000 employees,Insurance,100.5,0,0,0,0,0,middleSalary,1000 to 5000,WI,Wisconsin
209,"Business Data Analyst, SQL",3.8,Fareportal,"New York, NY",1001 to 5000 employees,Travel & Tourism,65.0,0,0,0,0,1,lowSalary,1000 to 5000,NY,New York
210,Medical Technologist / Clinical Laboratory Scientist,3.4,"Veterans Affairs, Veterans Health Administration","New Orleans, LA",10000+ employees,Government,20.0,0,0,0,0,0,lowestSalary,More than 5000,LA,Louisiana
211,Data Scientist,4.3,Credera,"Dallas, TX",201 to 500 employees,Business Services,72.5,1,0,1,1,1,lowSalary,Under 500,TX,Texas
212,Senior Data Analyst,4.8,KnowBe4,"Clearwater, FL",501 to 1000 employees,Business Services,61.0,1,0,0,0,1,lowSalary,500 to 1000,FL,Florida
213,BI & Platform Analytics Manager,3.4,Church & Dwight,"Ewing, NJ",1001 to 5000 employees,Manufacturing,109.5,1,0,0,0,1,middleSalary,1000 to 5000,NJ,New Jersey
214,Data Engineer,3.9,Cogo Labs,"Cambridge, MA",51 to 200 employees,Information Technology,84.5,1,0,1,0,0,lowSalary,Under 500,MA,Massachusetts
215,Data Scientist,3.4,Spectrum Communications and Consulting,"Chicago, IL",51 to 200 employees,Business Services,87.5,0,0,0,0,0,lowSalary,Under 500,IL,Illinois
216,Data Analyst,3.1,NCSOFT,"San Mateo, CA",1001 to 5000 employees,Media,92.5,1,1,0,0,1,middleSalary,1000 to 5000,CA,California
217,Associate Data Scientist/Computer Scientist,3.2,MITRE,"McLean, VA",5001 to 10000 employees,Government,81.5,1,0,1,0,0,lowSalary,More than 5000,VA,Virginia
218,Business Intelligence Analyst / Developer,4.3,"Dayton Freight Lines, Inc.","Dayton, OH",1001 to 5000 employees,Transportation & Logistics,79.0,0,0,0,0,0,lowSalary,1000 to 5000,OH,Ohio
219,Lead Data Scientist,3.6,MassMutual,"Boston, MA",5001 to 10000 employees,Insurance,164.0,1,0,1,1,0,highSalary,More than 5000,MA,Massachusetts
220,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,Genentech,"South San Francisco, CA",10000+ employees,Biotech & Pharmaceuticals,169.0,1,0,1,0,1,highSalary,More than 5000,CA,California
221,Senior Data Scientist,3.8,Juniper Networks,"Cupertino, CA",5001 to 10000 employees,Telecommunications,142.0,1,0,1,1,1,middleSalary,More than 5000,CA,California
222,Data Analyst,2.8,Community Action Partnership of San Luis Obispo,"Parlier, CA",501 to 1000 employees,Non-Profit,47.5,0,0,0,0,1,lowestSalary,500 to 1000,CA,California
223,Pricipal Scientist Molecular and cellular biologist,3.7,Takeda Pharmaceuticals,"Boston, MA",10000+ employees,Biotech & Pharmaceuticals,76.5,0,0,0,0,1,lowSalary,More than 5000,MA,Massachusetts
224,Data Analyst,3.4,TrueAccord,"San Francisco, CA",51 to 200 employees,Information Technology,69.0,1,0,0,0,1,lowSalary,Under 500,CA,California
225,Data Analyst,4.0,DRB Systems,"Meridian, ID",201 to 500 employees,Information Technology,49.0,1,1,0,0,1,lowestSalary,Under 500,ID,Idaho
226,Staff Data Scientist,3.5,Western Digital,"San Jose, CA",10000+ employees,Information Technology,171.5,1,0,0,1,0,highSalary,More than 5000,CA,California
227,"Data Scientist (Actuary, FSA or ASA)",3.8,Legal & General America,"Frederick, MD",501 to 1000 employees,Insurance,107.0,1,0,0,0,1,middleSalary,500 to 1000,MD,Maryland
228,System and Data Analyst,3.7,Corcentric,"Cherry Hill, NJ",201 to 500 employees,Information Technology,59.0,0,0,0,0,1,lowSalary,Under 500,NJ,New Jersey
229,Data Scientist,3.5,U.Group,"Indianapolis, IN",201 to 500 employees,Information Technology,88.5,0,0,0,1,0,lowSalary,Under 500,IN,Indiana
230,Data Engineer 5 - Contract (Remote),4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT",10000+ employees,Non-Profit,107.0,0,0,0,0,1,middleSalary,More than 5000,UT,Utah
231,Digital Health Data Scientist,4.0,Pfizer,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,86.5,1,0,0,1,1,lowSalary,More than 5000,MA,Massachusetts
232,Data Scientist,4.3,SMC 3,"Louisville, KY",51 to 200 employees,Transportation & Logistics,84.0,1,0,0,0,1,lowSalary,Under 500,KY,Kentucky
233,Data & Analytics Consultant (NYC),4.7,Systems Evolution Inc.,"New York, NY",201 to 500 employees,Business Services,114.5,1,0,0,0,1,middleSalary,Under 500,NY,New York
234,Senior Scientist - Neuroscience,3.5,Sunovion,"Marlborough, MA",1001 to 5000 employees,Biotech & Pharmaceuticals,145.0,1,0,0,0,1,middleSalary,1000 to 5000,MA,Massachusetts
235,Data Engineer,4.4,Eventbrite,"Nashville, TN",1001 to 5000 employees,Information Technology,88.0,1,0,1,1,1,lowSalary,1000 to 5000,TN,Tennessee
236,Big Data Engineer - Chicago - Future Opportunity,4.1,Centro,"Chicago, IL",501 to 1000 employees,Information Technology,100.0,1,0,1,1,0,middleSalary,500 to 1000,IL,Illinois
237,Senior Data Analyst,2.9,National Student Clearinghouse,"Herndon, VA",201 to 500 employees,Education,61.5,1,0,0,0,1,lowSalary,Under 500,VA,Virginia
238,Data Scientist,2.5,comScore,"Portland, OR",1001 to 5000 employees,Business Services,96.5,1,0,1,0,0,middleSalary,1000 to 5000,OR,Oregon
239,Survey Data Analyst,4.2,SullivanCotter,"Minneapolis, MN",201 to 500 employees,Business Services,76.0,1,0,0,0,1,lowSalary,Under 500,MN,Minnesota
240,Data Scientist,3.9,NPD,"Port Washington, NY",1001 to 5000 employees,Business Services,15.5,0,0,0,0,1,lowestSalary,1000 to 5000,NY,New York
241,Data Scientist,4.3,Bakery Agency,"Austin, TX",1 to 50 employees,Business Services,83.5,1,0,0,0,1,lowSalary,Under 500,TX,Texas
242,"Risk and Analytics IT, Data Scientist",2.7,State of Wisconsin Investment Board,"Madison, WI",51 to 200 employees,Finance,120.0,1,0,0,0,0,middleSalary,Under 500,WI,Wisconsin
243,Data Scientist,3.9,Genentech,"South San Francisco, CA",10000+ employees,Biotech & Pharmaceuticals,163.0,0,0,0,0,1,highSalary,More than 5000,CA,California
244,Lead Health Data Analyst - Front End,3.4,Blue Cross & Blue Shield of Rhode Island,"Providence, RI",501 to 1000 employees,Insurance,100.0,0,0,0,1,0,middleSalary,500 to 1000,RI,Rhode Island
245,Research Scientist,3.8,Boys Town,"Omaha, NE",1001 to 5000 employees,Non-Profit,52.5,0,0,0,0,1,lowSalary,1000 to 5000,NE,Nebraska
246,Medical Lab Scientist,3.6,Tower Health,"West Reading, PA",5001 to 10000 employees,Health Care,20.5,0,0,0,0,0,lowestSalary,More than 5000,PA,Pennsylvania
247,Junior Data Analyst,3.3,The HSC Health Care System,"Washington, DC",501 to 1000 employees,Health Care,50.0,0,0,0,0,1,lowSalary,500 to 1000,DC,DC
248,SQL Data Engineer,3.4,Pro-Sphere Tek,"Austin, TX",201 to 500 employees,Business Services,93.0,1,0,0,1,0,middleSalary,Under 500,TX,Texas
249,Data Scientist,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH",1001 to 5000 employees,Insurance,94.5,1,0,0,0,0,middleSalary,1000 to 5000,OH,Ohio
250,Senior Data Scientist,4.0,Autodesk,"San Francisco, CA",5001 to 10000 employees,Information Technology,150.5,1,0,1,0,0,highSalary,More than 5000,CA,California
251,Data Scientist,3.7,Genworth,"Raleigh, NC",1001 to 5000 employees,Insurance,102.0,1,0,1,1,1,middleSalary,1000 to 5000,NC,North Carolina
252,"Scientist, Analytical Development",4.4,Rubius Therapeutics,"Cambridge, MA",201 to 500 employees,Biotech & Pharmaceuticals,62.0,0,0,0,0,0,lowSalary,Under 500,MA,Massachusetts
253,Analytics Manager,4.3,OneMagnify,"Dearborn, MI",201 to 500 employees,Business Services,87.5,0,0,0,0,1,lowSalary,Under 500,MI,Michigan
254,Clinical Data Scientist,4.0,Pfizer,"Groton, CT",10000+ employees,Biotech & Pharmaceuticals,84.0,0,0,0,1,1,lowSalary,More than 5000,CT,Connecticut
255,Data Scientist,4.0,Novetta,"Herndon, VA",501 to 1000 employees,Information Technology,143.0,1,0,0,1,0,middleSalary,500 to 1000,VA,Virginia
256,"Sr. Data Scientist, Cyber-Security LT Contract",3.2,"Numeric, LLC","Phila, PA",1 to 50 employees,Business Services,155.0,1,0,1,1,1,highSalary,Under 500,PA,Pennsylvania
257,Data Engineer,4.2,IZEA,"Winter Park, FL",51 to 200 employees,Business Services,71.5,1,0,1,1,1,lowSalary,Under 500,FL,Florida
258,Data Scientist,3.9,Trace Data,"Oakland, CA",51 to 200 employees,Insurance,108.0,1,0,1,0,0,middleSalary,Under 500,CA,California
259,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,Takeda Pharmaceuticals,"San Diego, CA",10000+ employees,Biotech & Pharmaceuticals,151.5,0,0,0,0,1,highSalary,More than 5000,CA,California
260,Digital Marketing & ECommerce Data Analyst,3.6,Vionic Group,"San Rafael, CA",51 to 200 employees,Retail,51.5,0,0,0,0,1,lowSalary,Under 500,CA,California
261,Principal Scientist - Immunologist,3.7,Takeda Pharmaceuticals,"Boston, MA",10000+ employees,Biotech & Pharmaceuticals,140.0,0,0,0,0,1,middleSalary,More than 5000,MA,Massachusetts
262,Senior Data Analyst,2.8,Dodge Data & Analytics,"Hamilton, NJ",201 to 500 employees,Information Technology,77.5,1,0,0,0,1,lowSalary,Under 500,NJ,New Jersey
263,Insurance Financial Data Analyst,4.2,Clearwater Analytics,"Boise, ID",501 to 1000 employees,Finance,63.5,0,0,0,0,1,lowSalary,500 to 1000,ID,Idaho
264,Data Scientist,4.0,"Tekvalley, Corp.","San Francisco, CA",1 to 50 employees,Information Technology,109.0,1,0,0,0,0,middleSalary,Under 500,CA,California
265,Data Scientist,3.5,BWX Technologies,"Oak Ridge, TN",5001 to 10000 employees,Aerospace & Defense,96.0,1,0,0,0,0,middleSalary,More than 5000,TN,Tennessee
267,Data Engineer,3.2,PennyMac,"Agoura Hills, CA",1001 to 5000 employees,Finance,101.0,1,0,0,1,1,middleSalary,1000 to 5000,CA,California
268,Senior Data Scientist,3.3,Plymouth Rock Assurance,"Woodbridge, NJ",1001 to 5000 employees,Insurance,98.5,0,0,0,0,1,middleSalary,1000 to 5000,NJ,New Jersey
269,Data Engineer I - Azure,3.9,Vermeer,"Pella, IA",1001 to 5000 employees,Manufacturing,77.5,0,0,0,0,1,lowSalary,1000 to 5000,IA,Iowa
270,"Sr. Scientist, Quantitative Translational Sciences",3.7,Takeda Pharmaceuticals,"Boston, MA",10000+ employees,Biotech & Pharmaceuticals,161.5,0,0,0,0,0,highSalary,More than 5000,MA,Massachusetts
271,MED TECH/LAB SCIENTIST - LABORATORY,3.6,Beebe Healthcare,"Lewes, DE",1001 to 5000 employees,Health Care,27.5,0,0,0,0,0,lowestSalary,1000 to 5000,DE,Delaware
272,Sr. Data Scientist II,3.4,Argo Group US,"New York, NY",1001 to 5000 employees,Insurance,147.0,1,0,1,1,0,middleSalary,1000 to 5000,NY,New York
273,Data Scientist,3.5,L&T Infotech,"San Ramon, CA",10000+ employees,Information Technology,90.0,1,0,0,0,1,middleSalary,More than 5000,CA,California
274,Information Security Data Analyst,4.3,OceanFirst Financial,"Red Bank, NJ",501 to 1000 employees,Finance,58.0,0,0,0,1,0,lowSalary,500 to 1000,NJ,New Jersey
275,Excel / VBA / SQL Data Analyst,4.1,Associated Electric Cooperative,"Springfield, MO",501 to 1000 employees,"Oil, Gas, Energy & Utilities",61.0,0,0,0,0,1,lowSalary,500 to 1000,MO,Missouri
276,Machine Learning Research Scientist,2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,Education,120.0,1,0,0,0,0,middleSalary,500 to 1000,PA,Pennsylvania
277,Data Scientist,3.6,Sotheby's,"New York, NY",1001 to 5000 employees,Retail,128.0,1,0,0,0,0,middleSalary,1000 to 5000,NY,New York
278,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR",1001 to 5000 employees,Finance,99.5,1,0,1,1,1,middleSalary,1000 to 5000,OR,Oregon
279,Data Scientist,3.6,Amrock,"Detroit, MI",1001 to 5000 employees,Real Estate,96.0,1,0,0,0,0,middleSalary,1000 to 5000,MI,Michigan
280,Data Scientist,2.3,Vanda Pharmaceuticals,"Washington, DC",201 to 500 employees,Biotech & Pharmaceuticals,101.0,1,0,0,0,1,middleSalary,Under 500,DC,DC
281,Senior Data Scientist,3.9,Zest AI,"Burbank, CA",51 to 200 employees,Finance,148.0,1,0,0,0,0,middleSalary,Under 500,CA,California
282,"Data Scientist, Senior",4.0,Novetta,"Fort Belvoir, VA",501 to 1000 employees,Information Technology,142.0,1,0,0,1,0,middleSalary,500 to 1000,VA,Virginia
283,Senior Data Scientist,4.1,CK-12 Foundation,"Palo Alto, CA",1 to 50 employees,Education,169.0,0,0,0,1,1,highSalary,Under 500,CA,California
284,"VP, Data Science",3.2,PennyMac,"Phoenix, AZ",1001 to 5000 employees,Finance,124.5,1,0,0,0,1,middleSalary,1000 to 5000,AZ,Arizona
285,Radar Data Analyst,4.7,DECISIVE ANALYTICS Corporation,"Huntsville, AL",51 to 200 employees,Aerospace & Defense,59.0,1,0,0,0,1,lowSalary,Under 500,AL,Alabama
286,CONSULTANT– DATA ANALYTICS GROUP,4.2,Opinion Dynamics,"San Diego, CA",51 to 200 employees,Business Services,52.5,1,0,0,0,0,lowSalary,Under 500,CA,California
287,Data Engineer,4.6,Applied Information Sciences,"Houston, TX",501 to 1000 employees,Information Technology,75.5,0,0,1,0,0,lowSalary,500 to 1000,TX,Texas
288,Senior Data Scientist,3.7,Swiss Re,"Armonk, NY",10000+ employees,Insurance,139.0,1,0,0,0,1,middleSalary,More than 5000,NY,New York
289,"Data Engineer, Data Engineering and Artifical Intelligence",3.7,Takeda Pharmaceuticals,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,102.5,1,0,1,1,1,middleSalary,More than 5000,MA,Massachusetts
290,Staff Scientist,4.4,WK Dickson,"Columbia, SC",201 to 500 employees,Business Services,60.5,0,0,0,0,0,lowSalary,Under 500,SC,South Carolina
291,PL Actuarial-Lead Data Scientist,3.7,The Hanover Insurance Group,"Worcester, MA",5001 to 10000 employees,Insurance,146.5,1,0,0,0,1,middleSalary,More than 5000,MA,Massachusetts
292,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",3.9,Genentech,"South San Francisco, CA",10000+ employees,Biotech & Pharmaceuticals,125.0,0,0,0,0,1,middleSalary,More than 5000,CA,California
293,Sr. Data Analyst,3.6,MassMutual,"Springfield, MA",5001 to 10000 employees,Insurance,81.0,1,0,0,0,0,lowSalary,More than 5000,MA,Massachusetts
294,Senior Data & Machine Learning Scientist,3.0,Tempus Labs,"Chicago, IL",501 to 1000 employees,Biotech & Pharmaceuticals,133.0,1,0,0,1,0,middleSalary,500 to 1000,IL,Illinois
295,Program/Data Analyst,3.4,General Dynamics Information Technology,"Washington, DC",10000+ employees,Information Technology,77.0,0,0,0,0,1,lowSalary,More than 5000,DC,DC
296,Data Engineer,4.1,ManTech,"Herndon, VA",5001 to 10000 employees,Business Services,92.0,0,0,0,0,0,middleSalary,More than 5000,VA,Virginia
297,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,3.8,Novartis,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,121.0,0,0,0,0,0,middleSalary,More than 5000,MA,Massachusetts
298,"Principal Data Engineer, Data Platform & Insights",4.0,Autodesk,"San Francisco, CA",5001 to 10000 employees,Information Technology,162.5,1,0,1,0,1,highSalary,More than 5000,CA,California
299,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,3.9,Southwest Research Institute,"San Antonio, TX",1001 to 5000 employees,Business Services,60.0,0,0,0,0,0,lowSalary,1000 to 5000,TX,Texas
301,Big Data Engineer,4.4,SpringML,"Indianapolis, IN",1 to 50 employees,Information Technology,90.5,1,0,1,0,0,middleSalary,Under 500,IN,Indiana
302,Data Scientist / Machine Learning Expert,3.8,Novartis,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,114.5,1,0,0,0,0,middleSalary,More than 5000,MA,Massachusetts
303,Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA",5001 to 10000 employees,Telecommunications,121.0,1,0,1,0,1,middleSalary,More than 5000,CA,California
304,Senior Data Scientist,2.2,The Integer Group,"Dallas, TX",501 to 1000 employees,Business Services,110.0,0,0,0,0,0,middleSalary,500 to 1000,TX,Texas
305,PV Scientist,2.9,Karyopharm Therapeutics Inc.,"Newton, MA",201 to 500 employees,Biotech & Pharmaceuticals,91.5,0,0,0,0,1,middleSalary,Under 500,MA,Massachusetts
306,Clinical Data Analyst,4.1,ManTech,"Portsmouth, VA",5001 to 10000 employees,Business Services,70.5,0,0,0,0,0,lowSalary,More than 5000,VA,Virginia
307,Data Engineer,3.7,P2 Energy Solutions,"Lafayette, LA",501 to 1000 employees,Information Technology,70.5,0,0,0,0,1,lowSalary,500 to 1000,LA,Louisiana
308,Computational Chemist/Data Scientist,3.8,PNNL,"Richland, WA",1001 to 5000 employees,"Oil, Gas, Energy & Utilities",76.5,1,0,0,0,0,lowSalary,1000 to 5000,WA,Washington
309,Data Engineer,3.6,MassMutual,"Springfield, MA",5001 to 10000 employees,Insurance,92.0,1,0,1,0,1,middleSalary,More than 5000,MA,Massachusetts
310,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT",51 to 200 employees,Biotech & Pharmaceuticals,140.5,1,0,0,1,0,middleSalary,Under 500,UT,Utah
311,Product Engineer – Data Science,3.5,Esri,"Arlington, VA",1001 to 5000 employees,Information Technology,82.0,1,0,0,0,0,lowSalary,1000 to 5000,VA,Virginia
312,"Principal Scientist, Chemistry & Immunology",3.3,Rochester Regional Health,"Rochester, NY",10000+ employees,Health Care,84.5,0,0,0,0,0,lowSalary,More than 5000,NY,New York
313,"Scientist/Senior Scientist, Autoimmune",4.4,Rubius Therapeutics,"Cambridge, MA",201 to 500 employees,Biotech & Pharmaceuticals,134.5,0,0,0,0,0,middleSalary,Under 500,MA,Massachusetts
314,Data Scientist,3.3,Samba TV,"San Francisco, CA",201 to 500 employees,Business Services,164.5,0,0,0,0,0,highSalary,Under 500,CA,California
315,Market Data Analyst,3.4,SV Microwave,"West Palm Beach, FL",201 to 500 employees,Telecommunications,44.0,0,0,0,0,0,lowestSalary,Under 500,FL,Florida
316,Software Engineer - Data Visualization,4.0,ClearEdge,"Annapolis Junction, MD",51 to 200 employees,Information Technology,93.5,0,0,0,0,1,middleSalary,Under 500,MD,Maryland
317,Data Engineer,4.4,SpringML,"Herndon, VA",1 to 50 employees,Information Technology,109.0,1,0,1,0,0,middleSalary,Under 500,VA,Virginia
318,Staff Data Engineer,3.8,Sumo Logic,"Austin, TX",501 to 1000 employees,Information Technology,149.5,0,0,1,1,0,middleSalary,500 to 1000,TX,Texas
319,Associate Data Engineer,3.5,EAB,"Washington, DC",1001 to 5000 employees,Business Services,65.5,0,0,1,1,1,lowSalary,1000 to 5000,DC,DC
320,Senior Data Scientist,3.5,Brighthouse Financial,"Charlotte, NC",1001 to 5000 employees,Insurance,124.5,1,0,1,0,1,middleSalary,1000 to 5000,NC,North Carolina
321,Staff BI and Data Engineer,2.9,Affinity Solutions,"San Jose, CA",51 to 200 employees,Business Services,114.0,1,0,1,0,0,middleSalary,Under 500,CA,California
322,Marketing Data Analyst,3.9,Citadel Federal Credit Union,"Exton, PA",501 to 1000 employees,Finance,49.0,1,0,0,0,0,lowestSalary,500 to 1000,PA,Pennsylvania
323,"Principal Scientist, Hematology",3.3,Rochester Regional Health,"Rochester, NY",10000+ employees,Health Care,84.5,0,0,0,0,0,lowSalary,More than 5000,NY,New York
