User_ID,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount
1004608,P00303842,M,26-35,27,1,Himachal Pradesh,Northern,Govt,Food,4,15244
1004437,P00211142,M,36-45,37,1,Uttar Pradesh,Central,Lawyer,Food,4,15244
1004584,P00287842,M,46-50,48,1,Andhra Pradesh,Southern,Healthcare,Food,4,15242
1004584,P00287842,M,46-50,48,1,Delhi,Central,Healthcare,Food,2,15242
1003464,P00328142,M,26-35,26,1,Karnataka,Southern,Aviation,Food,2,15241
1005570,P00288042,F,26-35,30,1,Bihar,Eastern,Aviation,Food,2,15240
1001496,P00108842,F,26-35,31,0,Haryana,Northern,Healthcare,Food,4,15240
1003509,P00002642,M,18-25,25,1,Maharashtra,Western,Automobile,Food,2,15240
1002942,P00343042,M,51-55,54,1,Uttarakhand,Central,Media,Food,2,15239
1005276,P00080342,M,26-35,26,0,Uttar Pradesh,Central,Chemical,Food,2,15238
1004447,P00226842,F,46-50,46,0,Madhya Pradesh,Central,Govt,Food,1,15237
1004784,P00324642,M,36-45,44,0,Andhra Pradesh,Southern,Banking,Food,4,15236
1003786,P00173742,M,26-35,28,0,Uttar Pradesh,Central,Chemical,Food,2,15236
1001422,P00138542,F,36-45,40,0,Uttar Pradesh,Central,Textile,Food,4,15236
1005605,P00324942,M,18-25,22,0,Maharashtra,Western,Retail,Food,1,15235
1001119,P00014542,F,36-45,43,0,Uttar Pradesh,Central,Construction,Food,4,15234
1004153,P00078542,F,51-55,51,0,Uttar Pradesh,Central,IT Sector,Food,4,15234
1005948,P00307442,F,55+,70,0,Uttar Pradesh,Central,Banking,Food,1,15234
1003391,P00195942,M,18-25,20,1,Jharkhand,Eastern,Lawyer,Food,3,15233
1003807,P00057442,M,36-45,43,0,Maharashtra,Western,Hospitality,Food,3,15232
1003823,P00259742,F,55+,78,0,Uttar Pradesh,Central,Healthcare,Food,2,15232
1001011,P00005042,F,26-35,35,0,Delhi,Central,Retail,Food,3,15231
1002383,P00120942,M,26-35,30,1,Uttar Pradesh,Central,Hospitality,Food,1,15230
1004802,P00246742,M,55+,64,0,Karnataka,Southern,Govt,Food,1,15228
1001051,P00216342,M,26-35,34,0,Bihar,Eastern,Banking,Food,3,15227
1004849,P00110942,M,18-25,24,0,Uttar Pradesh,Central,IT Sector,Food,3,15227
1004979,P00217242,F,36-45,44,0,Uttar Pradesh,Central,Aviation,Food,1,15227
1001156,P00252042,M,51-55,55,1,Delhi,Central,Chemical,Food,1,15226
1003558,P00223842,F,18-25,20,1,Haryana,Northern,Banking,Food,4,15226
1001331,P00111442,F,46-50,48,0,Uttar Pradesh,Central,Banking,Food,1,15225
1004508,P00163442,F,26-35,27,1,Haryana,Northern,IT Sector,Food,3,15223
1003469,P00196742,F,46-50,47,1,Telangana,Southern,Healthcare,Food,2,15223
1004611,P00156442,M,18-25,21,0,Madhya Pradesh,Central,Healthcare,Food,2,15222
1005684,P00222242,F,18-25,24,0,Madhya Pradesh,Central,Govt,Food,4,15221
1001496,P00233342,F,26-35,29,1,Uttar Pradesh,Central,Lawyer,Food,1,15219
1003885,P00174142,F,26-35,30,0,Madhya Pradesh,Central,Chemical,Food,2,15218
1005831,P00090542,F,26-35,28,1,Rajasthan,Northern,Aviation,Food,1,15218
1002483,P00313442,F,55+,66,0,Uttar Pradesh,Central,Retail,Food,1,15218
1003409,P00034742,F,26-35,33,0,Madhya Pradesh,Central,Hospitality,Food,4,15217
1004784,P00042842,M,36-45,39,0,Uttar Pradesh,Central,IT Sector,Food,4,15216
1005420,P00156842,F,0-17,13,0,Karnataka,Southern,Healthcare,Food,1,15213
1003557,P00087442,F,18-25,24,1,Maharashtra,Western,Govt,Food,3,15212
1006009,P00034742,M,26-35,34,0,Rajasthan,Northern,Automobile,Food,2,15212
1004940,P00247642,M,51-55,53,0,Madhya Pradesh,Central,Media,Food,1,15209
1002165,P00106042,F,26-35,35,1,Maharashtra,Western,Hospitality,Food,3,15208
1000746,P00028542,M,18-25,24,1,Punjab,Northern,Aviation,Food,1,15208
1006036,P00178242,M,26-35,27,0,Uttar Pradesh,Central,Govt,Food,4,15208
1002676,P00177942,F,55+,72,0,Haryana,Northern,Lawyer,Food,2,15204
1003062,P00250242,F,18-25,22,0,Maharashtra,Western,Lawyer,Food,3,15204
1001875,P00240442,F,36-45,37,0,Maharashtra,Western,Automobile,Food,2,15204
1000654,P00279442,F,51-55,51,0,Uttar Pradesh,Central,Media,Food,1,15204
1003856,P00338442,M,36-45,38,0,Andhra Pradesh,Southern,Retail,Food,3,15201
1002063,P00245642,F,26-35,33,0,Karnataka,Southern,Hospitality,Food,1,15201
1005313,P00335542,F,55+,79,0,Madhya Pradesh,Central,Hospitality,Food,4,15201
1001543,P00315642,F,26-35,28,0,Uttar Pradesh,Central,Govt,Food,3,15201
1000272,P00136542,M,18-25,21,1,Andhra Pradesh,Southern,Lawyer,Food,3,15199
1003958,P00154642,M,46-50,49,1,Madhya Pradesh,Central,Banking,Food,1,15199
1002049,P00126442,M,51-55,51,0,Madhya Pradesh,Central,Aviation,Food,1,15198
1003488,P00129842,F,46-50,46,1,Maharashtra,Western,Healthcare,Food,4,15198
1005826,P00249642,F,18-25,20,0,Delhi,Central,Aviation,Food,4,15197
1001457,P00329442,F,26-35,33,0,Karnataka,Southern,Media,Food,2,15197
1000062,P00085642,M,36-45,40,1,Karnataka,Southern,Chemical,Food,2,15197
1002668,P00075942,M,26-35,33,0,Maharashtra,Western,Food Processing,Food,2,15197
1004112,P00001042,F,46-50,48,1,Karnataka,Southern,Hospitality,Food,4,15195
1005615,P00084442,F,36-45,39,1,Uttar Pradesh,Central,Aviation,Food,3,15195
1002866,P00345842,F,26-35,28,1,Karnataka,Southern,Aviation,Food,2,15192
1002820,P00286342,M,36-45,43,1,Jharkhand,Eastern,Hospitality,Food,1,15191
1002797,P00226242,M,26-35,27,0,Madhya Pradesh,Central,Aviation,Food,4,15191
1001329,P00145042,F,18-25,20,0,Maharashtra,Western,Aviation,Food,3,15191
1001501,P0096042,F,26-35,28,1,Karnataka,Southern,Healthcare,Food,4,15190
1003475,P00260142,F,26-35,34,1,Uttar Pradesh,Central,Lawyer,Food,4,15190
1000509,P00234842,F,26-35,30,0,Uttar Pradesh,Central,IT Sector,Food,4,15189
1001473,P00339842,F,26-35,34,0,Uttar Pradesh,Central,Automobile,Food,3,15189
1003153,P00303042,M,26-35,32,1,Himachal Pradesh,Northern,Hospitality,Food,2,15188
1003153,P00303042,M,26-35,32,1,Telangana,Southern,Hospitality,Food,1,15188
1000010,P00053842,M,36-45,45,0,Delhi,Central,Chemical,Food,2,15187
1001990,P00253542,F,26-35,29,0,Uttar Pradesh,Central,Media,Food,2,15187
1003779,P00087242,M,46-50,50,0,Uttar Pradesh,Central,IT Sector,Food,1,15187
1005029,P00324542,F,26-35,32,0,Uttar Pradesh,Central,Lawyer,Food,2,15185
1003476,P00266542,F,51-55,55,0,Uttar Pradesh,Central,Media,Food,2,15185
1004312,P00303142,F,26-35,27,1,Maharashtra,Western,IT Sector,Food,1,15183
1001551,P00369742,F,26-35,32,1,Maharashtra,Western,Aviation,Food,3,15182
1004774,P00334242,F,46-50,48,1,Maharashtra,Western,Lawyer,Food,3,15182
1002063,P00180642,F,26-35,33,0,Delhi,Central,Banking,Hand & Power Tools,2,15181
1002652,P00285842,M,36-45,40,0,Maharashtra,Western,Healthcare,Food,4,15181
1004312,P00367342,F,26-35,27,1,Uttar Pradesh,Central,Aviation,Food,4,15181
1001647,P00320842,F,18-25,24,0,Bihar,Eastern,Aviation,Food,4,15179
1003901,P00352242,F,18-25,25,1,Karnataka,Southern,Hospitality,Food,2,15179
1004013,P00173042,F,26-35,31,0,Karnataka,Southern,Construction,Food,2,15178
1003804,P00025442,F,26-35,29,0,Karnataka,Southern,Lawyer,Food,3,15176
1001797,P00210042,F,36-45,38,1,Delhi,Central,Aviation,Food,4,15174
1000092,P00177242,M,18-25,21,0,Madhya Pradesh,Central,Govt,Food,1,15173
1005837,P00034442,F,26-35,28,1,Andhra Pradesh,Southern,Media,Food,1,15171
1005255,P00304042,F,0-17,16,0,Uttar Pradesh,Central,Hospitality,Food,2,15169
1002564,P00259942,M,36-45,39,0,Uttar Pradesh,Central,Healthcare,Food,3,15168
1002922,P00248142,F,26-35,29,0,Maharashtra,Western,Hospitality,Food,2,15166
1001278,P00199442,F,18-25,18,0,Delhi,Central,Aviation,Food,1,15165
1003201,P00195342,F,46-50,47,0,Delhi,Central,Hospitality,Food,3,15165
1004140,P00193042,F,26-35,32,1,Andhra Pradesh,Southern,IT Sector,Food,2,15164
1004444,P00277642,M,26-35,26,0,Karnataka,Southern,IT Sector,Food,1,15163
1004084,P00229942,F,55+,80,0,Maharashtra,Western,Automobile,Food,4,15163
1002870,P00048442,M,51-55,53,1,Maharashtra,Western,Chemical,Food,1,15162
1002541,P00052642,M,36-45,40,1,Kerala,Southern,Chemical,Food,3,15161
1004958,P00184342,F,18-25,23,0,Karnataka,Southern,Govt,Food,4,15160
1002334,P00339842,M,55+,61,1,Telangana,Southern,Construction,Hand & Power Tools,1,15151
1003064,P00358442,F,36-45,41,1,Delhi,Central,Govt,Hand & Power Tools,4,15102
1001680,P00006942,M,26-35,26,1,Delhi,Central,Hospitality,Hand & Power Tools,1,14928
1000637,P00113042,F,36-45,38,1,Delhi,Central,Banking,Hand & Power Tools,4,14893
1003346,P00052242,F,36-45,36,0,Delhi,Central,Hospitality,Hand & Power Tools,4,14759
1002063,P00018642,F,26-35,27,1,Delhi,Central,Retail,Hand & Power Tools,3,14663
1002888,P00184942,F,26-35,31,0,Andhra Pradesh,Southern,IT Sector,Auto,2,14641
1003727,P00186342,F,36-45,39,0,Uttar Pradesh,Central,Hospitality,Auto,2,14640
1003331,P00154042,M,26-35,32,0,Himachal Pradesh,Northern,Healthcare,Hand & Power Tools,2,14627
1002334,P00003442,M,55+,85,0,Uttar Pradesh,Central,Banking,Hand & Power Tools,4,14564
1003585,P00213442,F,36-45,40,1,Andhra Pradesh,Southern,IT Sector,Auto,1,14325
1001470,P00309742,F,18-25,20,0,Maharashtra,Western,Govt,Auto,2,14323
1001939,P00111042,M,36-45,44,0,Karnataka,Southern,Hospitality,Auto,4,14255
1001150,P00112542,M,26-35,28,0,Punjab,Northern,Aviation,Hand & Power Tools,4,14187
1003533,P00039942,M,26-35,31,1,Andhra Pradesh,Southern,Lawyer,Auto,2,14160
1002526,P00274242,F,55+,82,0,Andhra Pradesh,Southern,Media,Auto,1,14063
1001248,P00344242,M,36-45,36,0,Madhya Pradesh,Central,Aviation,Auto,1,13977
1003910,P00249642,F,26-35,26,0,Andhra Pradesh,Southern,Construction,Auto,1,13963
1001941,P00259142,M,36-45,26,1,Uttar Pradesh,Central,Lawyer,Auto,1,13867
1001202,P00277642,F,36-45,39,0,Andhra Pradesh,Southern,Food Processing,Auto,3,13832
1001050,P00184842,F,26-35,30,0,Maharashtra,Western,Retail,Sports Products,4,13702
1003816,P00177042,M,26-35,28,0,Gujarat,Western,IT Sector,Sports Products,3,13699
1000148,P00024742,F,51-55,51,0,Gujarat,Western,Govt,Sports Products,3,13675
1001978,P00220242,F,0-17,12,0,Karnataka,Southern,Retail,Sports Products,3,13667
1002011,P00193542,M,36-45,44,0,Delhi,Central,Retail,Sports Products,3,13662
1000669,P00051142,F,26-35,34,0,Maharashtra,Western,Media,Sports Products,3,13662
1005457,P00226342,F,18-25,25,1,Maharashtra,Western,Agriculture,Sports Products,2,13658
1005390,P00221042,M,0-17,17,1,Uttar Pradesh,Central,Automobile,Sports Products,1,13655
1003024,P00303942,F,36-45,45,1,Maharashtra,Western,Agriculture,Sports Products,4,13653
1000490,P00110742,F,0-17,16,1,Bihar,Eastern,Hospitality,Sports Products,4,13650
1004259,P00340642,F,36-45,45,0,Karnataka,Southern,Hospitality,Sports Products,4,13647
1005475,P00284642,F,26-35,32,0,Haryana,Northern,Media,Sports Products,2,13624
1001550,P00132042,F,18-25,24,0,Maharashtra,Western,Retail,Sports Products,2,13618
1000285,P00184442,M,36-45,44,1,Karnataka,Southern,Lawyer,Sports Products,4,13613
1002504,P00059742,F,26-35,34,1,Bihar,Eastern,Chemical,Sports Products,3,13610
1001920,P00215442,M,36-45,44,1,Delhi,Central,Media,Sports Products,4,13610
1001796,P00087342,F,51-55,54,0,Karnataka,Southern,Healthcare,Sports Products,1,13609
1005394,P00033542,F,18-25,23,0,Andhra Pradesh,Southern,Textile,Sports Products,1,13608
1004422,P00057542,F,26-35,32,0,Himachal Pradesh,Northern,IT Sector,Sports Products,3,13607
1001076,P00000142,M,26-35,34,1,Maharashtra,Western,Automobile,Sports Products,3,13598
1005851,P00031042,M,18-25,20,0,Maharashtra,Western,IT Sector,Sports Products,2,13583
1005536,P00261542,F,26-35,31,0,Uttar Pradesh,Central,Govt,Sports Products,1,13578
1005575,P00240442,F,36-45,44,0,Gujarat,Western,Lawyer,Sports Products,2,13576
1001667,P00132642,F,51-55,51,0,Bihar,Eastern,IT Sector,Sports Products,2,13575
1004104,P00087442,F,18-25,21,1,Maharashtra,Western,Chemical,Sports Products,3,13560
1006040,P00211242,F,26-35,27,0,Bihar,Eastern,Media,Sports Products,1,13557
1003402,P00090942,F,36-45,38,1,Maharashtra,Western,IT Sector,Sports Products,3,13556
1003771,P00345542,F,26-35,31,0,Andhra Pradesh,Southern,Healthcare,Sports Products,2,13547
1002407,P00088942,F,36-45,40,0,Bihar,Eastern,Healthcare,Sports Products,2,13546
1001466,P00237742,F,18-25,21,1,Maharashtra,Western,Aviation,Sports Products,2,13545
1000476,P00304142,F,36-45,45,0,Uttar Pradesh,Central,Textile,Sports Products,4,13545
1003775,P00118742,F,36-45,39,0,Uttar Pradesh,Central,Banking,Sports Products,3,13536
1002180,P00010942,F,26-35,30,0,Bihar,Eastern,Healthcare,Sports Products,1,13533
1002638,P00313542,F,26-35,34,0,Uttar Pradesh,Central,Healthcare,Sports Products,3,13528
1000802,P00010842,F,26-35,28,0,Himachal Pradesh,Northern,Textile,Sports Products,2,13527
1004328,P00058642,F,51-55,55,1,Maharashtra,Western,Media,Sports Products,2,13522
1001540,P00251242,F,46-50,48,1,Haryana,Northern,IT Sector,Sports Products,1,13520
1001088,P00332342,M,0-17,17,0,Maharashtra,Western,Retail,Sports Products,1,13515
1004854,P00117942,M,51-55,55,1,Andhra Pradesh,Southern,Hospitality,Sports Products,3,13501
1004021,P00113342,F,51-55,54,1,Karnataka,Southern,Automobile,Sports Products,2,13498
1001978,P00034742,M,0-17,14,0,Bihar,Eastern,Hospitality,Sports Products,3,13495
1004875,P00322542,F,36-45,45,1,Haryana,Northern,Hospitality,Sports Products,1,13493
1004472,P00085942,M,46-50,50,0,Uttar Pradesh,Central,Aviation,Sports Products,3,13488
1003808,P00042942,F,26-35,33,0,Uttar Pradesh,Central,Retail,Sports Products,3,13481
1003709,P00028442,F,26-35,29,0,Karnataka,Southern,Lawyer,Sports Products,1,13480
1005540,P00344042,F,36-45,45,1,Gujarat,Western,IT Sector,Sports Products,1,13467
1002018,P00036142,F,36-45,38,0,Uttar Pradesh,Central,Aviation,Sports Products,2,13466
1001889,P00157542,M,18-25,18,1,Karnataka,Southern,Textile,Sports Products,1,13465
1003773,P00100942,F,36-45,45,0,Karnataka,Southern,Lawyer,Sports Products,2,13458
1005676,P00112142,M,26-35,35,0,Delhi,Central,IT Sector,Sports Products,1,13455
1003327,P00229742,F,18-25,25,1,Haryana,Northern,Hospitality,Sports Products,1,13455
1005753,P00295942,F,18-25,21,1,Karnataka,Southern,Media,Sports Products,3,13453
1004220,P00254242,F,36-45,41,0,Maharashtra,Western,Chemical,Sports Products,4,13430
1003992,P0095742,F,26-35,34,1,Andhra Pradesh,Southern,Lawyer,Sports Products,3,13429
1004905,P00051442,M,46-50,46,1,Madhya Pradesh,Central,Aviation,Sports Products,1,13429
1005468,P00268842,F,26-35,35,1,Uttar Pradesh,Central,Aviation,Sports Products,4,13424
1004602,P00138542,F,36-45,44,1,Uttar Pradesh,Central,IT Sector,Sports Products,2,13423
1002125,P00341342,F,36-45,42,0,Bihar,Eastern,IT Sector,Sports Products,3,13403
1004386,P00178942,F,26-35,35,1,Gujarat,Western,Healthcare,Sports Products,2,13403
1004457,P00156042,F,36-45,37,0,Uttar Pradesh,Central,Hospitality,Sports Products,1,13403
1000998,P00370342,F,46-50,48,0,Bihar,Eastern,Textile,Sports Products,3,13400
1005005,P00026642,F,46-50,47,1,Haryana,Northern,Healthcare,Sports Products,3,13397
1003154,P00115542,M,26-35,33,0,Kerala,Southern,IT Sector,Sports Products,2,13396
1001797,P00276042,F,36-45,41,0,Gujarat,Western,Govt,Sports Products,4,13393
1003562,P00003242,M,26-35,34,1,Andhra Pradesh,Southern,Banking,Sports Products,2,13391
1002682,P0097342,F,18-25,23,0,Karnataka,Southern,Healthcare,Sports Products,3,13387
1003129,P00308342,F,26-35,27,0,Uttar Pradesh,Central,Healthcare,Sports Products,1,13383
1005777,P00113942,F,0-17,16,0,Gujarat,Western,IT Sector,Sports Products,2,13381
1001172,P0099442,M,26-35,35,1,Madhya Pradesh,Central,Govt,Sports Products,1,13376
1001696,P00053542,F,36-45,45,0,Madhya Pradesh,Central,Healthcare,Sports Products,3,13371
1000033,P00080342,F,46-50,48,1,Maharashtra,Western,Construction,Sports Products,1,13371
1005683,P00037242,M,18-25,20,0,Uttarakhand,Central,Textile,Sports Products,2,13367
1002666,P00295742,F,46-50,47,1,Karnataka,Southern,Aviation,Sports Products,4,13354
1004810,P00029542,F,18-25,24,1,Himachal Pradesh,Northern,Food Processing,Sports Products,2,13351
1003242,P00263042,F,51-55,55,0,Uttar Pradesh,Central,Banking,Sports Products,3,13348
1000131,P00188442,F,18-25,23,0,Haryana,Northern,Chemical,Sports Products,4,13345
1000100,P00032042,F,36-45,39,0,Himachal Pradesh,Northern,Construction,Sports Products,4,13338
1000331,P00112142,F,26-35,29,1,Maharashtra,Western,Agriculture,Sports Products,3,13337
1001958,P00025042,M,26-35,32,0,Uttar Pradesh,Central,Healthcare,Sports Products,3,13334
1004058,P00036342,F,26-35,28,1,Gujarat,Western,Construction,Games & Toys,1,13329
1005332,P00338542,F,18-25,18,1,Uttar Pradesh,Central,IT Sector,Games & Toys,2,13327
1003776,P00259142,M,26-35,31,1,Karnataka,Southern,Food Processing,Games & Toys,2,13326
1003345,P00145042,F,26-35,30,0,Andhra Pradesh,Southern,Healthcare,Sports Products,2,13325
1004360,P00190542,M,26-35,33,0,Delhi,Central,Retail,Games & Toys,3,13322
1000934,P00145642,M,36-45,37,0,Himachal Pradesh,Northern,Agriculture,Games & Toys,1,13308
1004342,P00125942,F,26-35,31,0,Maharashtra,Western,Hospitality,Sports Products,1,13304
1006000,P00126242,F,46-50,49,0,Maharashtra,Western,Healthcare,Sports Products,4,13297
1004681,P00110042,M,36-45,36,1,Delhi,Central,Media,Sports Products,1,13292
1002590,P00123642,F,18-25,23,0,Madhya Pradesh,Central,Automobile,Sports Products,1,13291
1005455,P00248142,M,18-25,19,1,Rajasthan,Northern,Healthcare,Games & Toys,1,13289
1005455,P00248142,M,18-25,19,1,Rajasthan,Northern,Healthcare,Games & Toys,4,13289
1001593,P00294542,F,26-35,34,1,Maharashtra,Western,Healthcare,Games & Toys,1,13286
1002089,P00059442,F,36-45,40,0,Himachal Pradesh,Northern,Construction,Games & Toys,1,13284
1004568,P00279542,M,26-35,26,0,Andhra Pradesh,Southern,Hospitality,Sports Products,4,13282
1004625,P00119442,F,26-35,27,0,Maharashtra,Western,Banking,Games & Toys,1,13277
1002017,P00146742,F,26-35,27,0,Uttar Pradesh,Central,Banking,Games & Toys,3,13277
1004183,P00130842,F,26-35,27,0,Andhra Pradesh,Southern,IT Sector,Games & Toys,2,13276
1004578,P00074042,F,26-35,30,0,Bihar,Eastern,Aviation,Games & Toys,4,13272
1000550,P00091142,F,46-50,50,1,Karnataka,Southern,Banking,Books,1,13264
1004236,P00192042,M,26-35,29,1,Kerala,Southern,Banking,Games & Toys,2,13263
1004441,P00100742,F,18-25,22,0,Maharashtra,Western,Media,Games & Toys,1,13263
1005046,P00324742,M,26-35,31,0,Delhi,Central,Agriculture,Stationery,1,13260
1000476,P00011842,F,36-45,43,1,Haryana,Northern,Banking,Games & Toys,3,13260
1004728,P00312842,F,26-35,28,1,Karnataka,Southern,IT Sector,Games & Toys,2,13259
1003081,P00075442,F,26-35,30,0,Haryana,Northern,Media,Sports Products,1,13251
1003087,P00034042,M,0-17,15,0,Uttar Pradesh,Central,Healthcare,Stationery,2,13250
1003490,P00116042,F,26-35,30,1,Gujarat,Western,Media,Games & Toys,4,13249
1005102,P00303042,M,26-35,30,0,Madhya Pradesh,Central,Govt,Books,4,13248
1004490,P00159542,F,36-45,37,0,Madhya Pradesh,Central,Aviation,Games & Toys,1,13245
1004940,P00258942,M,51-55,53,0,Maharashtra,Western,Media,Games & Toys,4,13239
1004285,P00002042,F,36-45,38,0,Uttar Pradesh,Central,Banking,Sports Products,1,13235
1001736,P00363242,F,55+,82,0,Karnataka,Southern,Aviation,Books,3,13231
1003648,P00004542,F,18-25,25,1,Haryana,Northern,Food Processing,Sports Products,2,13228
1002611,P00288342,F,26-35,28,0,Delhi,Central,Retail,Stationery,2,13220
1001096,P00035242,F,0-17,16,1,Madhya Pradesh,Central,Banking,Sports Products,4,13218
1005126,P00173342,M,26-35,31,1,Maharashtra,Western,IT Sector,Books,1,13215
1005543,P00121642,M,26-35,35,1,Jharkhand,Eastern,Media,Books,1,13213
1000531,P00110842,M,18-25,18,1,Karnataka,Southern,Healthcare,Sports Products,1,13212
1004904,P00288442,F,51-55,54,0,Himachal Pradesh,Northern,Hospitality,Games & Toys,3,13210
1000402,P00187442,F,26-35,30,0,Uttar Pradesh,Central,Govt,Sports Products,4,13206
1004713,P00164342,F,26-35,33,0,Madhya Pradesh,Central,IT Sector,Games & Toys,1,13205
1000524,P00287242,F,18-25,22,1,Karnataka,Southern,Food Processing,Sports Products,4,13202
1002096,P00196442,M,26-35,33,1,Haryana,Northern,Healthcare,Books,1,13201
1004544,P00339042,F,55+,88,0,Karnataka,Southern,Agriculture,Books,2,13201
1003658,P00199642,M,26-35,32,1,Uttar Pradesh,Central,Healthcare,Sports Products,4,13201
1005038,P00028542,F,26-35,27,1,Karnataka,Southern,Aviation,Games & Toys,3,13199
1003477,P00188442,M,51-55,53,0,Andhra Pradesh,Southern,Retail,Sports Products,2,13195
1002092,P00222242,F,55+,80,1,Maharashtra,Western,Agriculture,Sports Products,1,13195
1003224,P00285642,M,26-35,30,1,Delhi,Central,Retail,Sports Products,3,13194
1004488,P00280442,F,36-45,39,1,Maharashtra,Western,Media,Games & Toys,4,13186
1005273,P00110842,F,55+,76,1,Karnataka,Southern,Healthcare,Games & Toys,1,13184
1004899,P00121342,M,26-35,35,1,Delhi,Central,Banking,Books,3,13183
1005457,P00161942,F,18-25,20,0,Bihar,Eastern,IT Sector,Games & Toys,1,13176
1004682,P00250842,F,26-35,34,0,Himachal Pradesh,Northern,Food Processing,Games & Toys,1,13168
1002335,P00313542,F,51-55,53,0,Karnataka,Southern,Aviation,Games & Toys,4,13162
1005025,P00316642,F,26-35,30,0,Jharkhand,Eastern,Food Processing,Games & Toys,1,13158
1002532,P00120842,M,55+,77,1,Rajasthan,Northern,Retail,Games & Toys,2,13158
1003312,P00248142,M,18-25,19,1,Uttar Pradesh,Central,Media,Games & Toys,2,13156
1004674,P00220742,M,36-45,40,1,Bihar,Eastern,Govt,Stationery,3,13151
1001015,P00342742,F,36-45,40,1,Karnataka,Southern,Banking,Games & Toys,1,13151
1001224,P00302942,F,51-55,55,0,Karnataka,Southern,Chemical,Books,4,13148
1004041,P00359642,F,18-25,25,0,Uttar Pradesh,Central,Retail,Stationery,4,13148
1005787,P00051442,F,26-35,28,1,Uttar Pradesh,Central,Govt,Games & Toys,1,13146
1003313,P00242742,F,36-45,45,1,Maharashtra,Western,Chemical,Games & Toys,2,13144
1001451,P00016742,F,36-45,41,0,Maharashtra,Western,Media,Games & Toys,2,13143
1000338,P00252042,F,36-45,40,0,Karnataka,Southern,IT Sector,Books,4,13140
1001398,P00295742,M,55+,90,0,Uttar Pradesh,Central,Automobile,Games & Toys,1,13140
1001503,P00000342,F,26-35,35,0,Karnataka,Southern,Retail,Games & Toys,3,13139
1001181,P00319242,F,36-45,44,0,Karnataka,Southern,Automobile,Games & Toys,4,13139
1002559,P00223642,F,18-25,21,0,Delhi,Central,Hospitality,Stationery,4,13134
1003491,P00207742,M,26-35,34,0,Uttar Pradesh,Central,Media,Stationery,1,13133
1003032,P00329242,F,26-35,27,1,Uttar Pradesh,Central,Aviation,Books,3,13127
1005916,P0097742,F,51-55,55,1,Karnataka,Southern,Aviation,Books,1,13120
1001778,P00211542,F,18-25,18,1,Karnataka,Southern,Lawyer,Games & Toys,2,13119
1000347,P00106942,M,55+,74,0,Delhi,Central,Textile,Games & Toys,2,13114
1000957,P00329642,F,36-45,41,1,Andhra Pradesh,Southern,Banking,Games & Toys,4,13111
1003610,P00173342,F,18-25,23,1,Maharashtra,Western,Banking,Games & Toys,2,13109
1001356,P00330642,M,18-25,23,1,Madhya Pradesh,Central,Govt,Games & Toys,4,13104
1005788,P00066242,M,26-35,29,0,Delhi,Central,Lawyer,Stationery,3,13100
1005974,P00112442,M,26-35,30,0,Himachal Pradesh,Northern,Textile,Games & Toys,1,13100
1005718,P00034442,M,36-45,36,1,Karnataka,Southern,IT Sector,Games & Toys,3,13098
1003041,P00355142,F,26-35,33,1,Delhi,Central,Media,Stationery,1,13087
1002841,P00148342,F,51-55,54,0,Haryana,Northern,Govt,Games & Toys,2,13083
1003477,P00220442,M,51-55,55,1,Himachal Pradesh,Northern,Healthcare,Books,4,13083
1001905,P00112342,M,36-45,44,0,Andhra Pradesh,Southern,IT Sector,Games & Toys,1,13078
1003095,P00347642,M,26-35,26,0,Maharashtra,Western,IT Sector,Games & Toys,4,13077
1000757,P00034742,F,26-35,35,0,Uttar Pradesh,Central,Govt,Games & Toys,4,13067
1000586,P00184942,F,36-45,45,0,Uttar Pradesh,Central,Banking,Games & Toys,4,13058
1003129,P00250842,F,26-35,31,1,Maharashtra,Western,IT Sector,Games & Toys,4,13056
1002665,P00034042,F,36-45,39,1,Himachal Pradesh,Northern,Chemical,Games & Toys,4,13055
1002402,P00193142,M,46-50,46,0,Uttar Pradesh,Central,Retail,Games & Toys,4,13055
1000731,P00317942,F,46-50,50,0,Maharashtra,Western,Healthcare,Games & Toys,1,13053
1003679,P00262642,M,26-35,32,1,Madhya Pradesh,Central,Aviation,Books,3,13052
1004112,P00124342,F,46-50,49,0,Karnataka,Southern,Healthcare,Books,2,13051
1000770,P0095542,F,18-25,19,1,Uttar Pradesh,Central,Food Processing,Games & Toys,1,13042
1005184,P00283142,F,18-25,25,0,Maharashtra,Western,Chemical,Games & Toys,1,13041
1004213,P00000642,F,36-45,39,0,Karnataka,Southern,Hospitality,Games & Toys,2,13036
1002088,P00264542,F,51-55,52,1,Karnataka,Southern,Lawyer,Games & Toys,1,13016
1001347,P00003642,M,18-25,22,1,Kerala,Southern,Aviation,Games & Toys,1,13012
1005108,P00177942,M,26-35,28,0,Himachal Pradesh,Northern,Construction,Books,4,12997
1002418,P00156142,F,0-17,17,1,Maharashtra,Western,IT Sector,Games & Toys,4,12994
1002786,P00181842,F,26-35,27,1,Maharashtra,Western,Automobile,Games & Toys,3,12989
1003829,P00029342,M,26-35,28,0,Madhya Pradesh,Central,IT Sector,Games & Toys,2,12987
1004093,P00313342,F,26-35,28,0,Maharashtra,Western,Lawyer,Games & Toys,3,12984
1003159,P00350442,M,26-35,27,0,Kerala,Southern,Healthcare,Games & Toys,1,12981
